"","X","post_date","wday","post_topic","post_style","post_tone","post_type","post_reactions","post_shares","post_comments","total_inter"
"3379",3379,"2019-05-01","Wed","Sexual Abstinence","Storytelling","Neutral","status",251,27,78,356
"3380",3380,"2019-05-01","Wed","Intimate Relations","Storytelling","Neutral","photo",48,1,13,62
"3381",3381,"2019-05-02","Thu","Abuse","Counsel","Neutral","photo",23,7,3,33
"3382",3382,"2019-05-02","Thu","Abuse","Counsel","Neutral","status",140,4,7,151
"3383",3383,"2019-05-02","Thu","Sexual Abstinence","Counsel","Enact fear","status",26,5,5,36
"3384",3384,"2019-05-03","Fri","Intimate Relations","Counsel","Guilt","status",87,12,15,114
"3385",3385,"2019-05-03","Fri","Sexual Purity","Counsel","Neutral","status",321,11,69,401
"3386",3386,"2019-05-03","Fri","Intimate Relations","Counsel","Neutral","status",202,72,33,307
"3387",3387,"2019-05-04","Sat","Intimate Relations","Counsel","Neutral","status",12,4,0,16
"3388",3388,"2019-05-04","Sat","Sexual Abstinence","Counsel","Neutral","status",32,0,22,54
"3389",3389,"2019-05-03","Fri","Intimate Relations","Storytelling","Enact fear","status",180,87,51,318
"3390",3390,"2019-05-04","Sat","Intimate Relations","Counsel","Neutral","status",27,3,8,38
"3391",3391,"2019-05-04","Sat","Sexual Purity","Counsel","Neutral","photo",94,5,1,100
"3392",3392,"2019-05-04","Sat","Sexual Abstinence","Counsel","Enact fear","status",169,15,6,190
"3393",3393,"2019-05-04","Sat","Sexual Abstinence","Storytelling","Enact fear","status",310,53,54,417
"3394",3394,"2019-05-06","Mon","Sexual Purity","Counsel","Enact fear","photo",27,5,9,41
"3395",3395,"2019-05-05","Sun","Intimate Relations","Counsel","Guilt","status",259,24,59,342
"3396",3396,"2019-05-06","Mon","Sexual Abstinence","Request for opinion","Stigma","status",134,0,232,366
"3397",3397,"2019-05-07","Tue","Intimate Relations","Counsel","Guilt","status",5,0,0,5
"3398",3398,"2019-05-07","Tue","Intimate Relations","Counsel","Neutral","status",702,103,133,938
"3399",3399,"2019-05-07","Tue","Intimate Relations","Counsel","Neutral","photo",25,1,0,26
"3400",3400,"2019-05-08","Wed","Sexual Abstinence","Counsel","Neutral","status",55,2,3,60
"3401",3401,"2019-05-08","Wed","Sexual Abstinence","Counsel","Enact fear","status",107,10,13,130
"3402",3402,"2019-05-08","Wed","Sexual Abstinence","Counsel","Enact fear","status",12,2,3,17
"3403",3403,"2019-05-08","Wed","Sexual Abstinence","Counsel","Guilt","status",101,3,14,118
"3404",3404,"2019-05-08","Wed","Sexual Abstinence","Counsel","Guilt","photo",104,18,8,130
"3405",3405,"2019-05-09","Thu","Sexual Abstinence","Counsel","Guilt","status",9,0,0,9
"3406",3406,"2019-05-09","Thu","Intimate Relations","Counsel","Guilt","photo",125,30,15,170
"3407",3407,"2019-05-09","Thu","Abuse","Request for opinion","Neutral","status",99,2,115,216
"3408",3408,"2019-05-12","Sun","Intimate Relations","Storytelling","Neutral","status",12,0,0,12
"3409",3409,"2019-05-11","Sat","Sexual Purity","Counsel","Neutral","status",51,12,9,72
"3410",3410,"2019-05-12","Sun","Intimate Relations","Counsel","Neutral","status",146,8,49,203
"3411",3411,"2019-05-12","Sun","Intimate Relations","Counsel","Guilt","status",37,8,5,50
"3412",3412,"2019-05-12","Sun","Sexual Abstinence","Counsel","Neutral","status",10,0,0,10
"3413",3413,"2019-05-12","Sun","Sexual Abstinence","Counsel","Neutral","status",69,1,11,81
"3414",3414,"2019-05-13","Mon","Sexual Abstinence","Counsel","Neutral","photo",430,27,32,489
"3415",3415,"2019-05-13","Mon","Intimate Relations","Counsel","Neutral","status",148,24,59,231
"3416",3416,"2019-05-13","Mon","Sexual Abstinence","Counsel","Neutral","status",51,0,4,55
"3417",3417,"2019-05-15","Wed","Abuse","Storytelling","Neutral","status",200,2,75,277
"3418",3418,"2019-05-16","Thu","Sexual Abstinence","Counsel","Neutral","status",23,0,1,24
"3419",3419,"2019-05-16","Thu","Intimate Relations","Counsel","Neutral","status",128,10,37,175
"3420",3420,"2019-05-18","Sat","Abuse","Storytelling","Neutral","status",16,0,2,18
"3421",3421,"2019-05-18","Sat","Intimate Relations","Storytelling","Neutral","status",60,0,7,67
"3422",3422,"2019-05-17","Fri","Intimate Relations","Counsel","Neutral","photo",35,0,4,39
"3423",3423,"2019-05-17","Fri","Intimate Relations","Counsel","Neutral","photo",90,4,2,96
"3424",3424,"2019-05-18","Sat","Intimate Relations","Counsel","Neutral","status",38,5,4,47
"3425",3425,"2019-05-18","Sat","Intimate Relations","Counsel","Guilt","status",115,3,34,152
"3426",3426,"2019-05-18","Sat","Sexual Abstinence","Counsel","Neutral","status",105,2,14,121
"3427",3427,"2019-05-19","Sun","Sexual Abstinence","Storytelling","Enact fear","status",308,31,41,380
"3428",3428,"2019-05-24","Fri","Sexual Purity","Counsel","Guilt","status",6,1,0,7
"3429",3429,"2019-05-21","Tue","Intimate Relations","Counsel","Neutral","status",90,21,26,137
"3430",3430,"2019-05-20","Mon","Sexual Purity","Counsel","Guilt","status",103,49,24,176
"3431",3431,"2019-05-22","Wed","Sexual Abstinence","Experience sharing","Enact fear","photo",14,1,0,15
"3432",3432,"2019-05-21","Tue","Family Planning","Counsel","Guilt","status",121,5,8,134
"3433",3433,"2019-05-23","Thu","Abuse","Storytelling","Neutral","status",219,3,57,279
"3434",3434,"2019-05-23","Thu","Intimate Relations","Counsel","Enact fear","status",19,2,0,21
"3435",3435,"2019-05-23","Thu","Intimate Relations","Counsel","Neutral","photo",51,1,2,54
"3436",3436,"2019-05-23","Thu","Intimate Relations","Counsel","Neutral","status",51,1,1,53
"3437",3437,"2019-05-23","Thu","Intimate Relations","Counsel","Neutral","status",156,12,52,220
"3438",3438,"2019-05-23","Thu","Abuse","Experience sharing","Neutral","status",177,0,77,254
"3439",3439,"2019-05-24","Fri","Intimate Relations","Counsel","Neutral","status",13,2,0,15
"3440",3440,"2019-05-23","Thu","Sexual Abstinence","Experience sharing","Neutral","status",157,11,26,194
"3441",3441,"2019-05-24","Fri","Intimate Relations","Counsel","Guilt","status",194,11,43,248
"3442",3442,"2019-05-24","Fri","Intimate Relations","Counsel","Neutral","photo",270,17,26,313
"3443",3443,"2019-05-24","Fri","Intimate Relations","Counsel","Guilt","photo",24,2,5,31
"3444",3444,"2019-05-25","Sat","Sexual Abstinence","Storytelling","Enact fear","photo",49,10,1,60
"3445",3445,"2019-05-27","Mon","Intimate Relations","Counsel","Neutral","status",80,12,7,99
"3446",3446,"2019-05-25","Sat","Intimate Relations","Storytelling","Neutral","photo",48,6,0,54
"3447",3447,"2019-05-25","Sat","Intimate Relations","Counsel","Neutral","status",26,3,2,31
"3448",3448,"2019-05-25","Sat","Intimate Relations","Counsel","Neutral","photo",572,1,69,642
"3449",3449,"2019-05-25","Sat","Sexual Abstinence","Experience sharing","Neutral","photo",595,14,77,686
"3450",3450,"2019-05-26","Sun","Intimate Relations","Counsel","Neutral","status",23,1,5,29
"3451",3451,"2019-05-30","Thu","Intimate Relations","Counsel","Neutral","status",34,0,0,34
"3452",3452,"2019-05-25","Sat","Intimate Relations","Experience sharing","Neutral","status",79,7,23,109
"3453",3453,"2019-05-26","Sun","Intimate Relations","Counsel","Neutral","status",223,31,28,282
"3454",3454,"2019-05-27","Mon","Intimate Relations","Storytelling","Neutral","photo",172,32,39,243
"3455",3455,"2019-05-27","Mon","Intimate Relations","Counsel","Neutral","status",85,2,13,100
"3456",3456,"2019-05-26","Sun","Intimate Relations","Counsel","Neutral","photo",104,5,0,109
"3457",3457,"2019-05-26","Sun","Intimate Relations","Counsel","Enact fear","status",45,1,22,68
"3458",3458,"2019-05-26","Sun","Sexual Abstinence","Counsel","Neutral","status",85,2,37,124
"3459",3459,"2019-05-26","Sun","Sexual Abstinence","Counsel","Enact fear","status",149,3,11,163
"3460",3460,"2019-05-27","Mon","Intimate Relations","Storytelling","Neutral","status",82,4,21,107
"3461",3461,"2019-05-26","Sun","Sexual Abstinence","Counsel","Neutral","status",202,5,11,218
"3462",3462,"2019-05-26","Sun","Sexual Abstinence","Counsel","Guilt","status",64,2,0,66
"3463",3463,"2019-05-27","Mon","Sexual Abstinence","Counsel","Neutral","status",8,0,1,9
"3464",3464,"2019-05-27","Mon","Sexual Abstinence","Counsel","Neutral","photo",28,1,0,29
"3465",3465,"2019-05-27","Mon","Intimate Relations","Counsel","Guilt","status",26,1,0,27
"3466",3466,"2019-05-27","Mon","Sexual Abstinence","Counsel","Neutral","photo",10,0,0,10
"3467",3467,"2019-05-27","Mon","Sexual Abstinence","Counsel","Guilt","status",83,8,36,127
"3468",3468,"2019-05-27","Mon","Intimate Relations","Counsel","Neutral","status",102,2,10,114
"3469",3469,"2019-05-27","Mon","Abuse","Experience sharing","Neutral","status",57,0,1,58
"3470",3470,"2019-05-27","Mon","Sexual Abstinence","Counsel","Enact fear","photo",260,10,15,285
"3471",3471,"2019-05-27","Mon","Sexual Abstinence","Counsel","Guilt","status",179,4,21,204
"3472",3472,"2019-05-30","Thu","Sexual Purity","Counsel","Neutral","status",16,0,0,16
"3473",3473,"2019-05-28","Tue","Sexual Purity","Counsel","Neutral","status",62,3,19,84
"3474",3474,"2019-05-28","Tue","Sexual Abstinence","Counsel","Guilt","status",736,44,70,850
"3475",3475,"2019-05-28","Tue","Intimate Relations","Counsel","Neutral","status",178,7,17,202
"3476",3476,"2019-05-29","Wed","Intimate Relations","Counsel","Guilt","status",35,4,5,44
"3477",3477,"2019-05-28","Tue","Intimate Relations","Request for opinion","Neutral","status",22,0,31,53
"3478",3478,"2019-05-29","Wed","Intimate Relations","Storytelling","Neutral","photo",400,21,13,434
"3479",3479,"2019-05-29","Wed","Sexual Purity","Counsel","Guilt","photo",135,3,16,154
"3480",3480,"2019-05-30","Thu","Sexual Purity","Counsel","Neutral","status",73,1,4,78
"3481",3481,"2019-05-29","Wed","Intimate Relations","Request for opinion","Neutral","status",44,0,46,90
"3482",3482,"2019-05-30","Thu","Intimate Relations","Counsel","Neutral","status",30,1,2,33
"3483",3483,"2019-05-29","Wed","Intimate Relations","Counsel","Neutral","status",78,9,9,96
"3484",3484,"2019-05-29","Wed","Sexual Purity","Counsel","Neutral","status",143,7,3,153
"3485",3485,"2019-05-29","Wed","Sexual Abstinence","Counsel","Enact fear","status",109,0,14,123
"3486",3486,"2019-05-30","Thu","Intimate Relations","Counsel","Neutral","photo",465,23,18,506
"3487",3487,"2019-05-30","Thu","Sexual Abstinence","Counsel","Neutral","status",89,15,17,121
"3488",3488,"2019-05-30","Thu","Intimate Relations","Counsel","Guilt","status",172,26,33,231
"3489",3489,"2019-05-30","Thu","Intimate Relations","Counsel","Neutral","photo",20,4,1,25
"3490",3490,"2019-05-30","Thu","Intimate Relations","Counsel","Neutral","photo",200,16,18,234
"3491",3491,"2019-05-30","Thu","Intimate Relations","Counsel","Neutral","status",19,2,3,24
"3492",3492,"2019-05-30","Thu","Intimate Relations","Counsel","Neutral","status",31,2,5,38
"3493",3493,"2019-05-30","Thu","Sexual Abstinence","Counsel","Enact fear","photo",37,1,4,42
"3494",3494,"2019-05-30","Thu","Intimate Relations","Counsel","Neutral","status",13,1,1,15
"3495",3495,"2019-05-30","Thu","Intimate Relations","Counsel","Neutral","photo",60,6,9,75
"3496",3496,"2019-05-31","Fri","Sexual Abstinence","Counsel","Enact fear","status",376,11,17,404
"3497",3497,"2019-05-31","Fri","Sexual Abstinence","Counsel","Neutral","photo",22,0,0,22
"3498",3498,"2019-05-31","Fri","Sexual Abstinence","Counsel","Neutral","status",73,3,14,90
"3499",3499,"2019-05-31","Fri","Intimate Relations","Counsel","Neutral","photo",153,4,4,161
"3500",3500,"2019-05-31","Fri","Intimate Relations","Counsel","Neutral","status",18,1,1,20
"3501",3501,"2019-05-31","Fri","Intimate Relations","Counsel","Neutral","status",328,56,56,440
"3502",3502,"2019-05-31","Fri","Intimate Relations","Counsel","Neutral","photo",126,1,0,127
"3503",3503,"2019-05-31","Fri","Sexual Abstinence","Counsel","Guilt","status",50,2,4,56
"3504",3504,"2019-05-03","Fri","Intimate Relations","Counsel","Enact fear","status",6,2,0,8
"3505",3505,"2019-05-03","Fri","Intimate Relations","Counsel","Neutral","status",17,3,1,21
"3506",3506,"2019-02-14","Thu","Intimate Relations","Counsel","Guilt","status",5,0,0,5
"3507",3507,"2019-02-04","Mon","Intimate Relations","Counsel","Neutral","status",9,4,4,17
"3508",3508,"2019-01-29","Tue","Intimate Relations","Counsel","Neutral","status",1,0,0,1
"3509",3509,"2019-01-12","Sat","Intimate Relations","Counsel","Neutral","status",75,16,25,116
"3510",3510,"2019-01-11","Fri","Sexual Abstinence","Counsel","Enact fear","status",10,0,3,13
"3511",3511,"2019-01-09","Wed","Sexual Purity","Counsel","Guilt","status",120,5,15,140
"3512",3512,"2018-12-20","Thu","Sexual Abstinence","Counsel","Neutral","status",14,0,1,15
"3513",3513,"2018-12-20","Thu","Intimate Relations","Counsel","Neutral","status",11,1,1,13
"3514",3514,"2018-12-13","Thu","Sexual Abstinence","Counsel","Guilt","status",20,0,1,21
"3515",3515,"2018-12-13","Thu","Sexual Purity","Counsel","Neutral","status",128,9,7,144
"3516",3516,"2018-12-11","Tue","Intimate Relations","Counsel","Guilt","status",30,0,4,34
"3517",3517,"2018-12-04","Tue","Sexual Abstinence","Counsel","Enact fear","status",40,10,15,65
"3518",3518,"2018-12-02","Sun","Sexual Abstinence","Counsel","Neutral","status",54,5,13,72
